,Tables,Count
5267,212  -1 649 811 ,358
5268, -1 612 759 481 ,358
5269, -1 209 759 ,357
5270,466 466 638 649 759 ,357
5271,401 502 174 409 ,357
5272,817 811 111 268 ,357
5273,9 24 409 676 ,357
5274,212 466 649 237 190 ,356
5275,27 759 50 ,356
5276,277  -1 466 638 166 543 649 811 ,355
5277,277  -1 316 638 166 145 811 759 ,355
5278,746 542 466 638 811 759 ,355
5279,178  -1 466 638 620 649 811 ,355
5280,241 252 487 ,354
5281,127 151 763 466 466 638 811 ,354
5282, -1 774 512 512 ,354
5283, -1 638 811 ,354
5284,466 774 811 209 544 759 ,354
5285,466 638 697 144 649 649 649 811 ,354
5286,129 215 804 371 466 711 638 343  -1 644 167 167 342 ,352
5287,127 681 207 401 23 ,352
5288,277 277 277  -1 774 820 649 811 ,352
5289,277 218 466 466 511 638 811 759 293 674 45 114 ,352
5290,466 638 233 811 759 ,352
5291,689 300 277 649 ,351
5292,689 277 649 441 ,351
5293,277  -1  -1  -1  -1 466 316 166 543 649 811 759 759 512 ,351
5294,277 506 466 466 511 638 811 759 759 ,351
5295,277 466 466 638 555 252 147 200 811 759 519 49 122 ,351
5296, -1 466 466 638 166 543 543 649 811 759 759 ,351
5297,466 774 638 252 ,351
5298,466 543 649 759 ,351
5299,145 749 334 348 740 587 ,351
5300,70 759 481 481 ,351
5301,277 466 466 638 630 811 759 ,350
5302,638 758 649 811 ,350
5303,638 811 124 ,350
5304,131 503 174 ,350
5305,369 140 ,349
5306, -1  -1 ,349
5307,247 93 1 632 759 ,348
5308,730 555 663 ,348
5309,714 714 371 371  -1 466 466 638 638 343 508 644 644 748 566 566 566 ,348
5310,496 513 127 466 638 681 811 ,348
5311,184 466 638 649 811 ,348
5312,277 277 277  -1 466 774 649 237 811 190 ,348
5313, -1 287 287 299 299 785 ,348
5314, -1 466 638 811 124 663 ,348
5315,759  -1  -1 ,348
5316,565 765 ,347
5317,554 352 ,347
5318,287 299 ,347
5319,711 343 649 ,346
5320,663 687 759 ,346
5321,277  -1  -1 811 ,345
5322,212 483 638 485 649 ,344
5323,366  -1 200 ,344
5324,127 681 543 ,344
5325,277 277 277 316 316 316 638 811 209 ,344
5326, -1 548 359 759 ,344
5327,483  -1 316 638 482 279 649 ,344
5328,466 638 502 24 543 649 811 ,344
5329,774 207 543 543 23 649 811 ,344
5330, -1 638 ,344
5331,681 543 649 ,344
5332,277 277 27 458 441 459 208 208 ,343
5333,428 726 466 638 482 811 759 759 512 ,343
5334,212 146  -1  -1 466 758 649 811 ,342
5335,745 745 745 745 745 745 454 454 454 454 454 454  -1  -1  -1  -1  -1 476 ,342
5336,146 178 638 620 811 ,342
5337, -1 252 ,342
5338,369 568 252 ,342
5339,218 466 638 817 811 759 293 674 674 45 45 ,342
5340,178 649 811 759 ,342
5341, -1 671 764 495 ,342
5342, -1 502 174 145 651 ,342
5343,261 166 759 ,342
5344,496 513 565 401 401 761 475 ,341
5345, -1  -1  -1 511 511 638  -1 759 ,340
5346, -1  -1  -1  -1 ,340
5347,277 755 755 789 ,340
5348,277 649 237 811 190 ,340
5349, -1 166 649 ,340
5350,746 466 638 811 209 ,340
5351,17 82 317 563 759 ,340
5352, -1  -1  -1 638 101 811 199 564 564 ,340
5353,134 684 472 649 811 ,340
5354,466 638 166 166 649 811 759 674 61  -1 45 114 ,340
5355,638 811 612 ,340
5356,128 166 543 649 ,339
5357,128 811 544 759 ,339
5358,309 210 ,339
5359,127 763 303 ,338
5360, -1 147 200 ,338
5361,502 174 409 ,338
5362,414 200 811 431 ,338
5363,200 43 815 ,338
5364,730 730 257 711 343 811 ,336
5365,689 277  -1 811 ,336
5366,48 277 466 435 ,336
5367,795 372 277 316 649 512 ,336
5368,243 512 165 ,336
5369,277 277 277 746 97 466 638 811 759 ,336
5370,277  -1 466 774 638 649 811 759 ,336
5371, -1  -1 638 28 811 149 149 154 36 ,336
5372, -1 466 466 638 209 ,336
5373, -1 511 759 ,336
5374,746 97 97 60 638 ,336
5375,134 42 529 ,336
5376,466 605  -1 ,336
5377,159 397 597 81 ,336
5378,31 505 207 164 401 401 534 502 651 24 1 474 759 ,336
5379,435  -1  -1 ,336
5380,401 401 ,336
5381, -1  -1 79 657 ,335
5382,589 453  -1 ,335
5383,145 814 712 57 ,335
5384,146 151 ,334
5385,681 207 401 ,334
5386,508 644 759 ,334
5387,212 127 681 ,333
5388, -1 293 ,333
5389,218  -1  -1  -1  -1 511 638 817 817 811 209 783 756 682 759 759 564 ,333
5390,638 788 764 406 591 811 759 ,333
5391,811 759 132 607 ,333
5392, -1  -1 ,333
5393,253 288 ,332
5394,699 277 466 638 811 ,332
5395,330 638 817 ,332
5396,511 638 811 209 783 363 759 ,332
5397,638 147 644 ,332
5398,788 764 591 811 ,332
5399,166 814 811 759 512 ,332
5400,543 543 649 ,332
5401,279 485 649 ,332
5402,811 149  -1 ,332
5403, -1  -1 ,332
5404,288 199 ,332
5405,746 542 759 ,331
5406,212 730  -1  -1  -1 466 638 222 758 758 649 811 759 759 ,330
5407,212 573 28 145 668 649 292 ,330
5408,565  -1 767 765 ,330
5409, -1 315 401 ,330
5410,466 575 316 638 638 638 811 209 759 674 45 45 114 672 73 ,330
5411,774 511 811 811 ,330
5412,502 620 23 649 ,330
5413,558 145 543 649 ,330
5414,166 820 23 649 ,330
5415,811 811 759 481 ,330
5416,759  -1  -1 ,330
5417,178 466 401 401 649 811 474 185 ,329
5418,502 409 ,329
5419,366 129 215 322 804 716 200  -1 156 331 167 167 759 759 342 ,328
5420,7 466 638 788 811 149 521 349 78 ,328
5421,277 512 ,328
5422, -1  -1 ,328
5423,555 122 ,328
5424,775 209 547 ,328
5425, -1 466 759 646 223 ,327
5426,477  -1 ,326
5427,127  -1 681 733 ,326
5428,759  -1 ,326
5429,542 511 811 ,325
5430,638 27 649 50 421 441 ,325
5431,259 212 483 483 483 466 638 555 166 482 649 200 811 759 ,324
5432,243 277  -1 664 512 165 ,324
5433,127 763 763 763  -1  -1 638 805 817 303 ,324
5434,127 681 543 23 ,324
5435, -1 554 134 529 ,324
5436, -1 466 638 394 166 543 543 543 1 1 649 811 759 759 52 ,324
5437,15 24 ,323
5438,714 804 804 533 533 371 638 644 ,322
5439,127 277  -1 811 ,322
5440,184 166 649 811 ,322
5441,277  -1 123 113 ,322
5442,428 485 ,322
5443,466 775 811 ,322
5444,638 24 543 543 649 811 759 759 ,322
5445,145 649 123 ,322
5446,129 215 28 811 156 ,321
5447, -1 393  -1  -1 ,321
5448,565 767 ,321
5449, -1 638 293 674 45 ,321
5450,638 166 166 649 759 ,321
5451,555 555 383 ,321
5452,220  -1 233 302 759 ,320
5453, -1 543 649 811 ,320
5454,428 638 482 649 759 734 ,320
5455, -1 466 638 811 811 209 209 733 ,320
5456, -1 466 638 811 811 209 209 733 ,320
5457, -1  -1 209 759 481 ,320
5458,466 466 774 638 649 811 ,320
5459,612 759 481 ,319
5460,247  -1 389  -1 558 166 145 93 1 649 ,318
5461,212 638 28 649 237 759 190 628 594 ,318
5462,699 277 277 466 774 811 ,318
5463,277 483 466 28 482 237 811 190 628 ,318
5464,277 746  -1 811 ,318
5465,638 811 209 209 ,318
5466,212 638 145 649 811 ,316
5467,496 496 312 ,316
5468,496 513  -1  -1  -1 145 ,316
5469,466 681 811 199 564 ,316
5470,699 277 277 277 746 97 466 316 638 811 759 ,315
5471, -1 229 277  -1 696 ,315
5472,372 277  -1 556 193 24 ,315
5473,714 714 371 639  -1 638 811 644 404 ,312
5474,714 714 371 639  -1 811 644 404 ,312
5475,277 746 316 638 811 ,312
5476,277  -1 466 638 101 811 811 759 481 199 564 ,312
5477,277 774 638 166 209 ,312
5478,410 310 817 ,312
5479,746  -1  -1 316 638 811 ,312
5480,178 466 181 261 ,312
5481,466 466 638 649 ,312
5482,466 466 166 543 649 759 ,312
5483,466 511 638 145 811 209 ,312
5484,466 638 166 543  -1 649 811 ,312
5485,511 511 511 638 811 209 759 759 759 ,312
5486,316 649 ,311
5487, -1 466 638 296 166 166 145 649 811 209 759 759 56 ,310
5488,575  -1 ,310
5489,638 649 50 ,310
5490,638 811 385 209 ,310
5491,482 649 512 ,310
5492,127 277 ,309
5493,753 502 174 24 ,309
5494,745 745 745 454 454 ,308
5495,714 804 533 371  -1 466 711 638 343 200 811 209 644 ,308
5496,265 466 805 644 167 167 ,308
5497,277 193 24 649 ,308
5498,218 466 638 817 817 811 209 682 564 ,308
5499, -1 555 ,308
5500,466 466 638 817 811 111 682 553 553 ,308
5501,466 166 24 649 ,308
5502,582 28 759 ,308
5503,711 28 759 ,308
5504,638 811 759 ,308
5505,811 209 149 ,308
5506, -1 687 759 ,308
5507,145 765 ,307
5508,243  -1  -1 811 811 165 ,306
5509,277  -1  -1 466 638 759 ,306
5510,638 278 630 811 759 ,306
5511,39 759 481 ,306
5512, -1 759 481 ,306
5513,745 454 649 ,305
5514,277 565  -1 466 638 638 811 ,305
5515,466 582 28 811 674 45 ,305
5516,466 638 649 811 674 45 114 ,305
5517,681 811 ,305
5518,573  -1 638 775 ,304
5519,127 218 511 638 681 817 166 759 759 ,304
5520,277 811 441 ,304
5521, -1  -1 657 ,304
5522, -1 89 759 ,304
5523,218 466 638 811 759 ,304
5524,565 398 145 24 767 ,304
5525,638 811 612 759 132 ,304
5526,811 759 759 284 ,304
5527,212 166 ,303
5528,496 513 145 767 ,303
5529,722 99 199 564 ,303
5530,277 811 209 765 ,303
5531,556  -1 145 765 785 ,303
5532,278 630 811 759 ,303
5533,237 237 190 190 ,303
5534,466 638 811 149 521 349 ,302
5535,577 773 480 ,302
5536, -1  -1 466 511 638 638 811 759 674 674 45 45 ,301
5537,466 316 638 166 543 543 649 811 ,301
5538,259  -1 555 200 759 122 112 ,300
5539,212 466 649 811 ,300
5540,212 450 485 649 ,300
5541,277 277 638 261 ,300
5542, -1  -1 657 657 466 316 316 711 638 343 811 ,300
5543,506 638 811 ,300
5544,178 820 649 ,300
5545, -1 466 649 209 ,300
5546,466 638 145 649 649 811 ,300
5547,466 638 649 649 811 512 ,300
5548,774 543 649 811 ,300
5549,1 649 209 ,300
5550,476 476 759 501 ,300
5551,730  -1 811 209 663 ,299
5552,270 571 571 121 ,299
5553,215 322  -1  -1 ,298
5554, -1 638 ,298
5555,184 649 ,298
5556,390 24 409 ,298
5557,28  -1 ,298
5558,277 811 759 512 ,297
5559,714 804 533 716 371 644 ,296
5560,277 485 ,296
5561, -1  -1  -1 ,296
5562,218 466 316 638 811 ,296
5563,631 759 ,296
5564,68 788 764 406 94 591 811 ,296
5565,464  -1 466 774 817 649 811 ,295
5566,264 573 638 775 547 118 ,295
5567, -1 495 ,295
5568,212 277 466 193 237 811 190 ,294
5569,730  -1  -1  -1  -1  -1 28 414 147 200 663 ,294
5570,184 638 811 ,294
5571,277 277 277 746 638 811 512 ,294
5572, -1 408 759 ,294
5573, -1 408 759 ,294
5574,218 511 638 817 811 759 481 ,294
5575,466 466 638 166 543 543 27 811 441 ,294
5576,466 466 638 543 543 543 649 811 ,294
5577,511 638 811 811 ,294
5578,166 543 27 759 50 ,294
5579,212 638 649 ,293
5580,530 147 200 474 122 103 ,293
5581,393 555 ,293
5582, -1 52 52 ,293
5583,511 638  -1 ,292
5584,759 149 521 729 806 ,292
5585,759 165 ,292
5586,243 277 512 165 ,291
5587,733 156 ,291
5588,212  -1 758 ,290
5589,212 450 649 ,290
5590, -1 485 ,290
5591,377 60 659 102 565 309 765 ,290
5592, -1  -1  -1 261 28 28 649 ,290
5593,648 460 ,290
5594,502 145 651 ,290
5595,236 26 145 ,290
5596,127 178 ,289
5597,212 483 483 483 466 638 555 166 482 649 200 811 759 ,288
5598,366 308 644 ,288
5599,496 496 513 145 ,288
5600,371  -1 167 342 ,288
5601,127 681 279 759 ,288
5602,229 696 315 174 174 174 ,288
5603,218  -1 466 638 811 759 ,288
5604,254 27 811 759 759 ,288
5605,638 200 811 209  -1 ,288
5606, -1  -1 ,288
5607, -1 200  -1 ,288
5608,567 480 759 ,288
5609,50 421 ,288
5610,277 145 ,286
5611,27 759 759 441 208 208  -1 ,286
5612,730 730  -1 811 811 385 209 209 ,285
5613,127 681 417 759 ,285
5614, -1  -1  -1  -1  -1  -1  -1  -1  -1 565  -1  -1 145 24 200 759 ,285
5615, -1  -1  -1  -1  -1  -1 101 288  -1 199 564 ,285
5616, -1 343 343 209 552 552 687 ,285
5617,730 730 811 811 209 209 ,284
5618,654  -1 392 759 724 ,284
5619,184  -1 638 775 ,284
5620,277 277 466 466 774 811 759 ,284
5621,277 123 113 ,284
5622, -1 145 767 ,284
5623,466 638 811 759 646 ,284
5624,638 175 644 644 ,284
5625,811 446 209 ,284
5626,352 638 811 759 ,283
5627,179 432 ,282
5628,264 689 277 775 ,282
5629,127 277  -1 466 811 ,282
5630,127 466 681 ,282
5631,277 649 649 ,282
5632,218 466 466 257 638 638 817 811 811 ,282
5633,774 649 811 759 ,282
5634,316 649 512 ,282
5635, -1 145 24 ,281
5636,699 277 466 466 638 811 ,280
5637,277 277 277 638 811 ,280
5638, -1 466 466 638 200 811 ,280
5639,548  -1 466 638 811 759 ,280
5640,466 638 233 ,280
5641,466 28  -1 ,280
5642,638 27 759 441 208 ,280
5643,166 27 811 209 759 50 ,280
5644,430 277 277 638 811 ,279
5645,699 277 277 277 466 466 638 811 ,279
5646, -1  -1  -1 632 ,279
5647,558 543 ,277
5648,220 466 24 233 302 811 759 ,276
5649,277 746 638 811 ,276
5650,277 649 612 ,276
5651, -1  -1  -1 ,276
5652,556 506 506 145 ,276
5653,321 543 649 399 ,276
5654,27 759 441 55 ,276
5655,697 144 ,276
5656,649 237 190 594 ,276
5657,129 215 550 28 811 209 156 ,275
5658,277 277 466 543 649 811 759 ,275
5659, -1 466  -1  -1  -1 27 811 ,275
5660,638 394 543 649 811 759 ,275
5661,442 409 676 455 782 759 ,275
5662,212 638 56 ,274
5663, -1 638 123 113 113 ,274
5664, -1 708 678 ,274
5665,715 245 675 ,274
5666, -1 638 543 759 759 56 ,274
5667, -1 420 28 767 ,274
5668,466 316 649 512 ,274
5669,267 543 649 ,274
5670,714 804 533 371 429 525 343 644 ,273
5671, -1 466 466 638 166 649 811 759 759 ,273
5672,28 145 24  -1 ,273
5673,372 277 277 649 612 ,272
5674,127 681 450 ,272
5675,277 277 638 649 ,272
5676,277 428 638 482 820 649 811 ,272
5677,277  -1 811 209 ,272
5678, -1 555 383 383 122 ,272
5679,27 811 759 ,272
5680,644 331 167 342 ,272
5681, -1  -1 ,271
5682,379 200 736 ,271
5683,212 212  -1 649 649 713 811 ,270
5684,212  -1 638 649 ,270
5685,366 129 215 331 167 759 342 ,270
5686,688 277 466 638 28 811 209 ,270
5687,127 638 681 417 200 811 ,270
5688,277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 277 746 97 218  -1  -1 466 638 817 811 759 ,270
5689,277 466 638 811 287 785 ,270
5690,15 556 401 24 820 649 595 ,270
5691,504 708 678 ,270
5692,218 466 257 638 817 811 811 783 756 ,270
5693,466 638 200 768 744 811 ,270
5694,638 237 56 ,270
5695,278 759 481 ,270
5696,630 811 759 759 ,270
5697,759 674 ,270
5698,711 663 ,269
5699,730  -1  -1  -1  -1 261 555 28 28 54 174 663 ,268
5700,714 804 533 371 127 763  -1 466 638 435 811 209 644 ,268
5701,243 277 277 746 97 60 612 ,268
5702,127 466 ,268
5703,711 811 552 ,268
5704,31 31 24 595 ,268
5705,331 167 342 ,268
5706,184 316 166 649 632 811 ,267
5707,277 277 277 466 466 638 811 ,267
5708,277  -1 774 638 620 649 811 512 ,267
5709,575 638 638 649 811 811 ,267
5710,166 649 476 811 759 759 ,267
5711,212 511 649 ,266
5712,264 775 547 ,266
5713,48 277 277 277  -1 435 ,266
5714,277 277 237 190 ,266
5715,277 178  -1 466 638 166 649 811 209 759 ,266
5716,218 466 638 817 811 759 674 45 ,266
5717,178 466 401 401 401 649 811 474 185 ,266
5718, -1  -1 638 28 394 543 649 200 759 52 ,266
5719,466 774 28 668 543 820 23 649 811 ,266
5720,733 248 ,266
5721,372 372 277 277 649 811 ,265
5722,277 277 466 638 811 759 ,265
5723,277  -1 466 638 27 649 811 ,265
5724,716 330 466 638 817 338 644 ,264
5725,699 277 277 277 ,264
5726,127 763 763 466 466 511 638 811 644 759 ,264
5727,127 303 342 ,264
5728, -1  -1 638 181 261 28 28 820 649 ,264
5729,466 466 466 711 638 638 343 649 811 ,264
5730,730 811 149 149 ,263
5731,265 582 ,263
5732,265 511 ,263
5733,217 519 ,263
5734,763 817 ,263
5735,764 34 ,263
5736,34 375 ,263
5737,212 166 482 ,262
5738,127 316 ,262
5739,127 511 ,262
5740,638 28 166 668 649 ,262
5741,814 759 297 ,262
5742,58 280 ,262
5743,127 763 27 811 ,261
5744,277 27 441 208 ,261
5745,178 466 620 759 ,261
5746,466 711 638 792 145 811 209 149 521 150 349 199 ,261
5747,247  -1 558 1 ,260
5748,59 277 ,260
5749,129 215 714 804 533 716 371 638 343 644 404 167 342 ,260
5750,496 513  -1 398 145 24 ,260
5751,146  -1 638 649 200 811 ,260
5752,277 277 466 511 511 638 638 811 759 759 674 45 ,260
5753,277 237 190 ,260
5754, -1 398 145 24 ,260
5755, -1 311 ,260
5756,686 311 ,260
5757,518  -1 568 ,260
5758, -1 145 651 24 ,260
5759,352 170 145 145 ,260
5760,466 774 649 ,260
5761,511 759 564 ,260
5762,638 811 512 ,260
5763,811  -1 ,260
5764,716 638 803 644  -1 616  -1 680 ,259
5765,277 222 758 ,259
5766, -1  -1  -1  -1  -1  -1  -1  -1  -1  -1 817  -1 ,259
5767,466 638 811 811 811 209 199 564 ,259
5768,474 475 ,259
5769,730  -1 638 811 759 ,258
5770,745 454 454 24 ,258
5771,714 418 ,258
5772,264 184  -1 775 ,258
5773,243 811 759 481 ,258
5774, -1  -1 277 466 166 649 481 ,258
5775,372 277 811 ,258
5776,277 677 ,258
5777,218 466 638 638 817 811 209 ,258
5778, -1  -1 401 145 24 1 ,258
5779,466 638 166 166 543 649 759 ,258
5780,638 166 649 811 70 759 759 149 ,258
5781,31 24 595 ,258
5782,505 164 401 401 401 177 ,258
5783,640 649 632 811 ,258
5784,200 43 ,258
5785,811 122 ,258
5786,27 50 441 208 ,257
5787,127 146  -1 428 726 681 ,256
5788,277 105 457 ,256
5789,277 638 200 ,256
5790,630 811 ,256
5791,23 649 ,256
5792,649 649 811 ,256
5793,714 714 644 ,255
5794,277 277  -1  -1 466 638 811 209 465 ,255
5795, -1 178 649 ,255
5796, -1  -1 181 261 28 28 ,255
5797, -1 486 520 555 435 ,255
5798,466 466 638 638 811 138 ,255
5799,511 638 811 149 599 349 ,255
5800,166 1 649 811 759 ,255
5801,389 213 145 24 ,254
5802, -1 145  -1 ,254
5803,316 166 649 ,254
5804,642 145 ,254
5805,780 565 ,253
5806, -1 393  -1 145 ,253
5807,755  -1 ,253
5808,372 277 316 649 512 ,252
5809,127 344 681 ,252
5810, -1  -1 352 638 28 759 ,252
5811,746 97 60 ,252
5812,746 542 466 316 638 811 759 ,252
5813,466  -1 638 ,252
5814,466 649 237 190 678 ,252
5815,28 166 668 649 759 759 ,252
5816,200 759 521 729 ,252
5817,372 277 277 24 24 543 ,251
5818,146 151 638 200 811 ,251
5819,277 791 ,251
5820,307 495 ,251
5821,612 759 481 284 ,251
5822,759 49 ,251
5823,395 624 ,250
5824,445 556  -1 ,250
5825,496 513  -1  -1  -1 145 ,250
5826,218  -1  -1 466 638 817 817 443 267 649 811 111 759 ,250
5827, -1 9 24 ,250
5828,321 638 649 ,250
5829,466 466 638 811  -1 ,250
5830,466 638 233 811 209 759 ,250
5831,277 277 277 277 277 746 97 466 638 811 209 ,249
5832,277  -1  -1 638 811 ,249
5833, -1 502 409 676  -1 ,249
5834,466 774 316 638 ,249
5835,159 397  -1 ,249
5836, -1 200 ,249
5837,619 747 ,249
5838,745 454 178  -1 620 649 ,248
5839, -1 389 ,248
5840, -1 178 638 620 649 811 ,248
5841, -1 638 101 811 325 754 199 199 326 564 ,248
5842,27 811 441 ,248
5843,811 111 ,248
5844, -1  -1 ,247
5845, -1  -1 ,247
5846,218  -1 ,247
5847,615 615 615 615 615 203 ,247
5848,559 277 638 788 764 406 591 811 ,246
5849,428 726  -1 ,246
5850,218  -1 466 638 817 289 744 811 ,246
5851,218 466 638 817 145 649 811 ,246
5852, -1 502 174 676  -1 ,246
5853,466 638  -1 278 630 811 759 759 481 ,246
5854,401 401 185 ,246
5855,632 759 ,246
5856,811 759 674 45 ,246
5857,363 759 ,246
5858,366 215 331 ,245
5859,730 663 663 663 759 481 ,245
5860,155 714 371 127  -1 303 418 644 ,245
5861,714 714 644 687 ,245
5862,714 371  -1  -1 644 ,245
5863,804 80 ,245
5864,127 303 616 280 ,245
5865, -1 466 638 630 209 ,245
5866,277 277 638 649 811 332 759 ,245
5867,685 152 811 225 16 286 ,245
5868,638 638 200 338 508 644 644 ,245
5869,638 508 644 644 ,245
5870, -1 174 174 588 234 759 759 519 ,245
5871,1 409 ,245
5872,770 702 ,245
5873, -1 702 ,245
5874,759  -1 ,245
5875,607 272 653 818 546 538 ,245
5876, -1 466 466  -1 638 250 450 222 222 758 649 811  -1 ,244
5877,277 277 277 565  -1 466 638 638 811 ,244
5878, -1 316 166 649 ,244
5879, -1 158 ,244
5880,548 705 309 ,244
5881, -1 415 290 290 290 ,244
5882,254 811 759 ,244
5883,466 466 774 511 638 166 649 811 759 ,244
5884,466 466 638 250 450 222 758 649 811 ,244
5885,466 811 293 674 45 ,244
5886,711 638 644 ,244
5887,711 200 ,244
5888,638 638 811 674 45 114 ,244
5889, -1 354 ,243
5890,513 127 466 466 638 200 775 811 209 759 759 122 ,243
5891,127 726 483 66  -1 ,243
5892,277 178 466 649 ,243
5893,17 424 ,243
5894, -1 466 638 ,243
5895,445  -1  -1 ,242
5896, -1  -1 759 ,242
5897, -1 277 ,242
5898, -1 174 145 651 ,242
5899,54 174 ,242
5900,505 502 ,242
5901, -1  -1  -1 ,242
5902,277 277 145 ,241
5903,409 498 ,241
5904,814 57 ,241
5905, -1 120 ,241
5906,464  -1  -1  -1 261 28 28 ,240
5907, -1 469 123 113  -1 ,240
5908,496 496 496 513 513 513 513 312  -1  -1  -1  -1  -1 ,240
5909,202  -1 ,240
5910,699 277 277  -1 466 774 649 811 ,240
5911,699 277 277  -1 466 638 649 811 ,240
5912,48  -1 435 ,240
5913,372 277 466 466 638 193 649 ,240
5914,277 277 466 466 638 811 759 ,240
5915,277 79 759 ,240
5916,277 466 466 511 638 811 759 ,240
5917,277 774 511 811 759 ,240
5918,218  -1 466 638 817 811 70 759 ,240
5919,466 811 123 113 ,240
5920,811 113 ,240
5921, -1 759 ,240
5922, -1 759 ,239
5923,277  -1 543 ,239
5924, -1  -1 383 383 ,239
5925, -1 79  -1 ,239
5926,389 145 ,239
5927,166 27 ,239
5928,411 75 384 ,238
5929,654  -1  -1 759 ,238
5930,312 565 ,238
5931,127 763 763 ,238
5932,763 763 ,238
5933,277 258 ,238
5934, -1 567 480 786 ,238
5935,466 638 166 649 811 811 209 ,238
5936,466 638 697 ,238
5937,466 45 ,238
5938,755 811 ,238
5939,258 495 811 ,238
5940,811 759 759 ,238
5941,366 716 ,237
5942, -1  -1 ,237
5943,730  -1 ,236
5944,730  -1 147 200 ,236
5945,780  -1 145 767  -1  -1 ,236
5946,127 466 511 638 200 811 811 ,236
5947,15  -1 817 817 111 ,236
5948,811 376 ,236
5949,759 441 208 208 ,236
5950,366 716 638 508 811 644 ,235
5951,243 638 811 759 512 165 ,235
5952,127 763  -1 466 638 811 ,235
5953, -1  -1 ,235
5954,233 759 ,235
5955,689 277 649 ,234
5956,243 277 466 278 811 811 481 765 ,234
5957,277 406 591 ,234
5958, -1 759 759 ,234
5959, -1  -1 ,234
5960,466 638 166 649 200 811 759 ,234
5961,711 638 ,234
5962,494 788 764 406 591 ,234
5963,406 591 166 ,234
5964,406 591 649 ,234
5965,585 224 24 ,234
5966,233 302 ,234
5967,111 759 ,234
5968, -1  -1 ,234
5969,513 127 ,233
5970,127 466 638 200 811 644 759 759 ,233
5971,755 811 209 ,233
5972,745 390 ,232
5973,513 127 466 638 811 ,232
5974,688 277 811 ,232
5975, -1 209 ,232
5976,466 638 555 ,232
5977,638 27 811 50 ,232
5978,343  -1 552 ,232
5979,505 505 505 207 164 164 401 401 401 401 401 401 534 534 502 651 651 24 24 24 ,232
5980,401 174 ,232
5981,200 811 612 759 122 ,232
5982, -1  -1 762 762 78 ,232
5983,287 287 299 299 785 ,232
5984,212  -1 466 638 222 758 649 811 759 ,231
5985,730 549 200 ,231
5986,155 183 ,231
5987, -1  -1 27 ,231
5988,726 482 649 811 ,231
5989, -1 200 ,231
5990,469 123 113 87 ,231
5991,138 552 ,231
5992,149  -1 ,231
5993,730 582 582 638 811 539 ,230
5994,241 555 252 487 ,230
5995,372 277  -1 ,230
5996, -1  -1 811 209  -1  -1 687 ,230
5997,565 466 466 638 166 145 649 200 811 209 612 767 190 56 ,230
5998,638 482 649 ,230
5999,633 468 195 ,230
6000,277 277 277 277 277 277 277 277 638 811 ,229
6001,213 24 ,229
6002,212 277 466 638 649 ,228
6003,496 513  -1  -1 638 273 817 166 145 543 649 759 759 ,228
6004,99 751 174 174 811 209 759 759 199 564 ,228
6005,229 200 759 122 ,228
6006,277 178  -1 638 649 649 811 ,228
6007,277 466 511 638 811 70 759 759 ,228
6008, -1  -1 ,228
6009,393 506  -1 398 145 24 24 ,228
6010,178 316 620 ,228
6011,638 181 261 649 ,228
6012,174 651  -1 ,228
6013,212  -1 ,227
6014,59 161 ,227
6015,127 146 763  -1 466 174 811 ,227
6016, -1  -1 708  -1 ,227
6017,350 759 ,227
6018,772 419 ,227
6019,411  -1 316 ,226
6020, -1  -1  -1 ,226
6021, -1  -1 261 28 28 54 174 ,226
6022,309 759 291 ,226
6023,209 249 ,226
6024, -1 759 759 ,226
6025,37 411 411 705  -1  -1 309 759 759 759 759 ,225
6026,75 759 759 ,225
6027, -1 555 ,225
6028, -1 233 302 759 ,225
6029,393 393 393 383 383 383 ,225
6030,548 759 ,225
6031,200 759 759 122 ,225
6032,728 199 564 ,224
6033,277 27 ,224
6034,705 309 759 759 ,224
6035,466 466 638 209 ,224
6036,640 759 56 ,224
6037,811 111 759 ,224
6038,277 638  -1 ,223
6039,401 24 1 595 ,223
6040,649 56 ,223
6041,714 804 533 716 644 815 ,222
6042,688 194 277 ,222
6043,146 649 811 ,222
6044,277 746 512 ,222
6045,369 759 231 ,222
6046,472 511 638 759 ,222
6047,466 638 814 649 811 759 512 ,222
6048,759  -1 ,222
6049, -1 166 759 ,221
6050,212 127 ,220
6051,129 215 28 ,220
6052,714 371 343 200 759 ,220
6053, -1  -1  -1  -1 811 700 759 ,220
6054, -1 369 140 ,220
6055, -1 218 316 638 817 811 ,220
6056,178 543 ,220
6057, -1 466 638 207 166  -1 23 649 811 759 481 519 49 ,220
6058, -1 502  -1  -1 174 ,220
6059,466 582 269 638 759 ,220
6060,466 316 166 543 543 649 ,220
6061,466 638 343 209 552 149 ,220
6062,466 638 814 649 512 ,220
6063,638 649 811 674 45 ,220
6064,502  -1 651 ,220
6065,200  -1 ,220
6066,811 209  -1  -1 759 759 ,220
6067,567 480  -1 ,220
6068,674 61 61 45 ,220
6069,277 166 ,219
6070,277 638 222 758 811 ,218
6071, -1 817 ,218
6072, -1  -1 ,218
6073, -1 309 291 ,218
6074,393 506 145 ,218
6075, -1 759 646 223 ,218
6076,27 50 441  -1 ,218
6077,496 513 513 127 ,217
6078,277 466 638 755 ,217
6079,665 218 817 ,217
6080,466 466 755 ,217
6081,681 417 ,217
